feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridium.symbiosum	dysbiosis	dysbiosis	-0.0497863115016962	0.140086376926708	1595	801	0.722341162329711	0.825054024689347
Coprococcus.comes	diagnosis	CD	-0.275376595110383	0.768022359427038	1595	848	0.720554678018196	0.825054024689347
Escherichia.unclassified	diagnosis	CD	0.152443200103905	0.423549260374697	1595	637	0.719706280471952	0.825054024689347
Lachnospiraceae.bacterium.1.1.57FAA	diagnosis	CD	-0.196959996986315	0.566069439508045	1595	475	0.72848140470361	0.826924837771665
Bacteroides.faecis	diagnosis	UC	-0.393611683259764	1.28890408086419	1595	604	0.760582688185232	0.854643991971383
Bacteroides.intestinalis	diagnosis	UC	-0.215711037324549	0.707374027275022	1595	193	0.760910322822236	0.854643991971383
Bacteroides.thetaiotaomicron	diagnosis	UC	0.402908020533162	1.33367312425772	1595	1121	0.763074992831592	0.854643991971383
Veillonella.unclassified	diagnosis	UC	0.273919442737976	0.973523269580115	1595	995	0.778928442024429	0.868539678717505
Bifidobacterium.adolescentis	diagnosis	UC	-0.264182570756987	0.987341268188311	1595	555	0.78948114771209	0.876428410675977
Bifidobacterium.bifidum	diagnosis	UC	0.199311277635959	0.828130775440635	1595	425	0.810192298677363	0.887688953333458
Bacteroides.dorei	diagnosis	UC	0.345156507324459	1.41946354396258	1595	1048	0.808281451762836	0.887688953333458
Clostridium.nexile	diagnosis	UC	-0.171138118099345	0.694235978723468	1595	273	0.805732143194298	0.887688953333458
Bifidobacterium.bifidum	diagnosis	CD	-0.172742854332924	0.752248546859523	1595	425	0.81874388117344	0.893175143098299
Veillonella.unclassified	diagnosis	CD	-0.198455589146497	0.88388450773872	1595	995	0.822742988936114	0.893669108671986
Paraprevotella.clara	diagnosis	UC	-0.170021749828345	0.818350217298654	1595	191	0.835760048291953	0.903912155234215
Alistipes.unclassified	diagnosis	UC	-0.134400308719545	0.786764238399764	1595	224	0.864639789764138	0.927188200087501
Eubacterium.hallii	diagnosis	UC	0.134749172047826	0.770713849221744	1595	923	0.861500189110325	0.927188200087501
Veillonella.atypica	dysbiosis	dysbiosis	0.0184222522438629	0.121422686625887	1595	524	0.879428559979307	0.939050835232142
Prevotella.copri	diagnosis	UC	0.201336749218269	1.51055662798592	1595	439	0.894189581510702	0.946788968658391
Lachnospiraceae.bacterium.3.1.46FAA	diagnosis	CD	-0.106676917153513	0.788370080453105	1595	992	0.892594073554688	0.946788968658391
Bifidobacterium.pseudocatenulatum	diagnosis	CD	0.0519055508361404	0.486109566414994	1595	230	0.915136252627793	0.959446822174593
Clostridium.nexile	diagnosis	CD	-0.0653864750444508	0.630341223121594	1595	273	0.91756620692094	0.959446822174593
Dorea.longicatena	diagnosis	UC	-0.106670718731032	0.973051530661762	1595	1063	0.912892249602215	0.959446822174593
Ruminococcus.torques	diagnosis	CD	-0.0335977703254944	0.364564279361812	1595	1514	0.926743975659208	0.96503918126496
Coprococcus.comes	diagnosis	UC	0.0700816476893011	0.845647103024782	1595	848	0.934088784896528	0.968684665818622
Bacteroides.faecis	diagnosis	CD	-0.0786225329029357	1.17169629059218	1595	604	0.946608716244692	0.97023313952188
Clostridium.citroniae	diagnosis	UC	-0.0300200007385897	0.52874147637751	1595	462	0.954832613497723	0.97023313952188
Veillonella.parvula	diagnosis	UC	0.0611704778464262	0.983723238805242	1595	853	0.950528276611541	0.97023313952188
Klebsiella.pneumoniae	diagnosis	UC	0.0280374719549657	0.4010398641594	1595	171	0.94441798362638	0.97023313952188
Haemophilus.parainfluenzae	diagnosis	CD	-0.0480100512811868	0.812108669543845	1595	887	0.952958188769401	0.97023313952188
Bifidobacterium.longum	diagnosis	CD	-0.035505069411643	0.92976836207371	1595	1002	0.969601138815787	0.981283080247302
Bacteroides.massiliensis	diagnosis	UC	-0.0333928484949476	1.53590559204056	1595	577	0.98268958433894	0.990551101013651
Dialister.invisus	diagnosis	UC	-0.0172098610099322	1.2152764644324	1595	777	0.988724232098935	0.992663372465863
Bacteroides.dorei	diagnosis	CD	-0.0115219337275493	1.28986592919397	1595	1048	0.992887192758672	0.992887192758672
